review,label,score,tokenized
뭔가 뭉클하기도 했고 재밌기도 했고 만족했습니다!,97 %,긍정,"['뭔가', '뭉클하기도', '했고', '재밌', '했고', '만족했습니다!']"
혼영하러 갔는데 너무 재밌게 봤어요~90년대 상고출신 여직원들의 이야기도 나름의 공감을 하며 재미있게봤습니다~!,99 %,긍정,"['혼영하러', '갔는데', '너무', '재밌', '봤어요', '상고출신', '여직원들의', '이야기', '나름의', '공감', '하며', '재미']"
볼만한 영화 같아요~~,89 %,긍정,"['볼만', '영화', '같아요']"
"이렇게 여성들의 이야기가 많은 노출이되는 점이 즐겁지만, 더 잘만들어져야한다는 아쉬움도 있다",75 %,긍정,"['이렇게', '여성', '이야기', '많은', '노출이되는', '점이', '즐겁지만,', '더', '잘만들어져야한다는', '아쉬움도', '있다']"
n회차 뛰어야징,94 %,긍정,"['n회차', '뛰어야징']"
회사원들의 마음들을 잘 표현하고 재미도 솔솔하다,71 %,긍정,"['회사', '마음들을', '잘', '표현하고', '재미', '솔솔하다']"
반일 반미 반대기업 좌파 영화,98 %,부정,"['반일', '반미', '반대기업', '좌파', '영화']"
진짜 웬만하면 영화 다보고 나오는데 친구3명이랑 그냥 중간에 보다가 나온 영화  그냥 미생을 영화로 만드는게 더 명작일듯,83 %,부정,"['진짜', '웬만하면', '영화', '다보고', '나오는', '친구3명이랑', '그냥', '중간에', '보다', '나온', '영화', '그냥', '미생을', '영화', '만드는게', '더', '명작일듯']"
초반엔 기대를 갖고 보게하지만 끝으로 갈수록 개연성없고 유치함의 끝을 달립니다 나중엔 헛웃음 밖에 나오질않아요 뇌세포가 죽는느낌은 오랫만이였습니다,98 %,부정,"['초반엔', '기대', '갖고', '보게하지만', '끝으로', '갈수', '개연성', '유치', '끝을', '달립니다', '나중엔', '헛웃음', '밖에', '나오', '뇌세포가', '죽는느낌은', '오랫만이였습니다']"
뻔한 스토리에 뻔한결말.. 중간에 개연성 하나없는 스토리..  반전요소들도 그냥 쏘쏘..,99 %,부정,"['뻔한', '스토리', '뻔한', '중간에', '개연성', '하나', '스토리', '반전', '그냥', '쏘쏘..']"
삼류 한국 영화의 현실이 고스란히 보인다,95 %,부정,"['삼류', '한국', '영화', '현실', '고스란히', '보인다']"
1개주기도 아까운영화 돈받고 봐도 아까움 감상 포인트 한개도없음,99 %,부정,"['1개주기도', '아까', '돈받고', '봐도', '아까', '감상', '포인트', '한개도없음']"
c급 영화 억지 노잼 평점은 조작임 폐미임?,99 %,부정,"['c급', '영화', '억지', '노잼', '평점', '조작임', '폐미임?']"
유리천장과 불의에 대항하는 여직원들..,82 %,부정,"['유리천장과', '불의에', '대항하는', '여직원들..']"
허삼관 이후로 오랜만에 언제끝날지 고통스러웠던 영화..스토리도 진부하고 개그코드도..,97 %,부정,"['허삼관', '이후로', '오랜만에', '언제끝날지', '고통스러웠던', '영화', '진부하고', '개그코드도..']"
"볼만 함. 단, 유치한 장면 몇개만 빼줬더라면 하는 아쉬움이..",89 %,긍정,"['볼만', '함.', '단,', '유치', '장면', '몇개만', '빼줬더라면', '하는', '아쉬움이..']"
코로나만 아니면 써니급이요!!넘나재밌어용~,96 %,긍정,"['코로나', '아니', '써니급이요!!넘나재밌어용~']"
기대하고 봤는데 기대한 만큼 재밌었습니다 ㅠㅠ! 최고 최고 ...,98 %,긍정,"['기대', '봤는데', '기대', '만큼', '재밌', 'ㅠㅠ', '최고', '최고', '..']"
넘나 좋은것 흥하세요 강력추천,99 %,긍정,"['넘나', '좋은', '흥하세요', '강력추천']"
"몇몇 배우들이 연기를 잘하는데(특정배우만, 나머지는 서름 돋을 정도로 어색)  그거말고는.. 스토리.. 전개, 미장센등이 어색하고, 뭘말하고 싶은지 준구난방인 영화.. 마지막에 마무리 장면은 온갖세포들이 오그라들정도...",98 %,부정,"['몇몇', '배우', '연기', '잘하', '나머지는', '서름', '돋을', '정도', '어색)', '그거말고는..', '스토리', '전개', '미장센등이', '어색하고,', '뭘말하고', '싶은', '준구난방인', '영화', '마지막', '마무리', '장면', '온갖세포들이', '오그라']"
재밌긴한데 9점대까진 아닌것같아요,92 %,긍정,"['재밌', '9점대', '아닌']"
당시의 시대상을 그려내서 좋았지만 마지막 마무리는 너무 뻔했다.,98 %,긍정,"['당시의', '시대', '그려내서', '좋았', '마지막', '마무리는', '너무', '뻔했다.']"
영화 초반에는 재밌었지만 거의 마지막에 약간의 억지스러움? 이 아쉽다. 그래도 2020년 테넷 다음으로 재밌었다,82 %,부정,"['영화', '초반에는', '재밌', '거의', '마지막', '약간의', '억지', '이', '아쉽다.', '그래도', '2020', '테넷', '다음으로', '재밌']"
소재는 나쁘지 않은데 연출이나 전개가 유치한 감이 있습니다 킬링타임용 영화입니다.,77 %,긍정,"['소재는', '나쁘지', '않은', '연출', '전개', '유치', '감이', '있습니다', '킬링타임용', '영화']"
간만에 넘 재밌고 탄탄한 영화여서 좋았어요!!! 연기도 짱ㅎㅎㅎㅎ,99 %,긍정,"['간만에', '넘', '재밌', '탄탄한', '영화', '좋았어요', '연기', '짱ㅎㅎㅎㅎ']"
"You can speak, I can speak, We can speak!",71 %,긍정,"['You', 'can', 'speak,', 'I', 'can', 'speak,', 'We', 'can', 'speak!']"
너가 정말 하고 싶은 일을 해,79 %,부정,"['너가', '정말', '하고', '싶은', '일을', '해']"
세 배우들의 케미와 조연 배우들의 연기까지 상당히 만족스럽다.,99 %,긍정,"['세', '배우', '케미', '조연', '배우', '연기', '상당히', '만족스럽다.']"
완전 재밌어요 ㅜ ㅜ 오랜만에 영화같은 영화 보았어요,98 %,긍정,"['완전', '재밌', 'ㅜ', 'ㅜ', '오랜만에', '영화', '영화', '보았어요']"
간만에 보는 웰메이드 영화였습니다!,99 %,긍정,"['간만에', '보는', '웰메이드', '영화']"
박혜수 너무 귀엽다. 내꺼하자,87 %,긍정,"['박혜수', '너무', '귀엽다.', '내꺼하자']"
"2020년 본 영화 중에 제일 재미있게 본 것 같아요~!스토리, 영상미 너무 좋았어요사실 고아성 배우분은 워낙 연기 잘하셔서 크게 생각을 안했는데이솜님 짱이에요...얼굴 너무 예쁘고 연기 찰떡이에요좋은 영화 만들어주...",99 %,긍정,"['2020', '본', '영화', '중에', '제일', '재미', '본', '것', '같아요', '영상미', '너무', '좋았어요', '고아성', '배우', '워낙', '연기', '잘하', '크게', '생각', '안했는데이솜님', '짱이에요...얼굴', '너무', '예쁘고', '연기', '찰떡이에요좋은', '영화', '만들']"
예전 한국사회 뼈를 때리는 영화ㅠ 근데 아직도 바뀌지않은 한국..,91 %,긍정,"['예전', '한국', '뼈를', '때리는', '영화', '근데', '아직도', '바뀌지않은', '한국']"
생각보다 너무 짜임새가 있어서 재밌었고 그시대의 감성이나 노래 등을 보는 것도 좋았어요ㅋㅋ 연기도 훌륭했습니다.,99 %,긍정,"['생각', '너무', '짜임새가', '있어', '재밌', '그시대의', '감성', '노래', '등을', '보는', '것도', '좋았어요', '연기', '훌륭했습니다.']"
"9점대 평점 진짜 최선이가.,?",82 %,부정,"['9점대', '평점', '진짜', '최선이가.,?']"
박평식 형님이 평가를 안하신 이유가 있었네..영화로 시작해서 청춘드라마로 끝나는관객이 상처받는 영화.,86 %,부정,"['박평식', '형님이', '평가를', '안하신', '이유가', '있었', '시작해서', '청춘드라마로', '끝나는관객이', '상처받는', '영화']"
노잼입니다.. ㅎㅎㅎ잤음,99 %,부정,"['노잼', 'ㅎㅎ']"
믿고 보는 여성영화 최고 너무너무 재밌어요 강추 ♥,99 %,긍정,"['믿고', '보는', '여성', '최고', '너무', '재밌', '강추', '♥']"
연기 짱짱 돈 아깝지 않은 영화,99 %,긍정,"['연기', '짱짱', '돈', '아깝', '않은', '영화']"
기대 없이 본 영화 였는데 공감 가는 내용도 많고 재밌게 봤어요,99 %,긍정,"['기대', '없이', '본', '영화', '였는데', '공감', '가는', '내용', '많고', '재밌', '봤어요']"
부모님과 함께 봤는데 향수도 자극되고 잔잔하게 보기 좋은 영화였습니다,99 %,긍정,"['부모님과', '함께', '봤는데', '향수도', '자극되고', '잔잔하게', '보기', '좋은', '영화']"
간만에 본 유쾌하고 착한 영화^^,99 %,긍정,"['간만에', '본', '유쾌하', '착한', '영화']"
재미 슬픔 감동 다 있는 영화 여자 주인공들 너무 멋있어요 우먼파워또 보고싶어요ㅠㅠ,96 %,긍정,"['재미', '슬픔', '감동', '다', '있는', '영화', '여자', '주인공', '너무', '멋있', '우먼파워또', '보고']"
경제인구 ㅎㅎ로써 인생 적절 시기에 보게되어 큰 위로를 받았네요! 좋은 영화 감사합니다,99 %,긍정,"['경제인구', 'ㅎㅎ', '인생', '적절', '시기에', '보게되어', '큰', '위로를', '받았네요!', '좋은', '영화', '감사합니다']"
평점이 높아 기대했는데 오그라들고 유치하고 과장스러운 스토리+연기에 보면서 너무 민망하고 부담스러웠음 그래도 점점 재밌어지겠지 싶었지만 후반부로 갈수록 더 가관이고 급전개에 그냥 머리를 비우고 보고 있게됨 주인공들이...,75 %,부정,"['평점', '높아', '기대', '오그라', '유치', '과장스러운', '스토리', '보면서', '너무', '민망하고', '부담스러웠음', '그래도', '점점', '재밌', '싶었지만', '후반부', '갈수', '더', '가관이고', '급전개에', '그냥', '머리를', '비우고', '보고', '있게됨', '주인공']"
소소하게 재밌게 잘 봤어요!,99 %,긍정,"['소소하게', '재밌', '잘', '봤어요']"
세 여주의 케미가 돋보였음다 ^^,97 %,긍정,"['세', '여주의', '케미', '돋보였음다', '^^']"
높은 평점이 이해가 안 될 정도로 지루하고 유치하고 비현실적인 스토리였다 ㅠㅠ,99 %,부정,"['높은', '평점', '이해', '안', '될', '정도', '지루', '유치', '비현실적인', '스토리', 'ㅠㅠ']"
근래에 본 영화중에 제일 재밌습니다!,99 %,긍정,"['근래에', '본', '영화', '제일', '재밌']"
뻔할 수도 있겠다 생각했는데 적당한 반전이 좋았다.무겁고 진지하게 갈 수도 있던 내용을 가볍게 풀어나간 점이 영화를 보는 관람객으로 하여금 불편함이 없어 올해 본 영화 중 가장 만족스러움!,99 %,긍정,"['뻔할', '수도', '있겠다', '생각', '적당한', '반전', '좋았', '진지하게', '갈', '수도', '있던', '내용', '가볍', '풀어', '점이', '영화', '보는', '관람', '하여금', '불편함이', '없어', '올해', '본', '영화', '중', '가장', '만족스러움!']"
웃기고 통쾌하고 답답함이 없고 시원시원한 스토리에 만점을줍니다,99 %,긍정,"['웃기고', '통쾌', '답답함이', '없고', '시원시원한', '스토리', '만점을줍니다']"
꼭 보세요 이거 반전도 반전이고 근래 봤던영화중에 가장시원했습니다,98 %,긍정,"['꼭', '보세요', '이거', '반전', '반전', '근래', '봤던영화중에', '가장']"
"전체적으론 괜찮았는데 ""노!!!"",""위 아 그레이트!""장면은 진짜 오글거려서 눈 감았음",88 %,긍정,"['전체적으론', '괜찮', '""노!!!"",""위', '아', '그레이트!""장면은', '진짜', '오글거', '눈', '감았음']"
기대안하고 봤는데 너무 재밌었어요!!배우들의 연기 정말 멋있고 좋고 내용도 억지스럽지 않으면서 적당히 감동도 있고 좋았습니다! 어제는 친구랑 봤는데 엄마 모시고 가서 또 보려구요 재밌게 잘봤습니다,99 %,긍정,"['기대', '봤는데', '너무', '재밌', '연기', '정말', '멋있', '좋고', '내용', '억지', '않으면서', '적당히', '감동', '있고', '좋았습니다', '어제는', '친구랑', '봤는데', '엄마', '모시고', '가서', '또', '보려구요', '재밌', '잘봤습니다']"
너무 재밌네요!2020년 본 영화 중 최고였음,99 %,긍정,"['너무', '재밌', '본', '영화', '중', '최고']"
기대안했는데도 불구하고 지루함이 몰려오는 영화,88 %,부정,"['기대', '불구하고', '지루', '몰려오는', '영화']"
정말 오글거립니다. 이영화가 왜 평점이 높은지 도무지 이해할수가없습니다. 정말 오글거리고 .. 근래들어 봣던 영화중 최악입니다. 보다가 나오고 싶었습니다.,99 %,부정,"['정말', '오글거', '이영화', '왜', '평점', '높은', '도무지', '이해', '정말', '오글거', '..', '근래들어', '봣던', '영화', '최악', '보다', '나오', '싶었습니다.']"
9점까진.. ㅋㅋ 왜높은건지,51 %,부정,"['9점', 'ㅋㅋ', '왜높은건지']"
울기도 많이 울었던 영화. 기본적으로 배우들간의 캐미가 너무 좋았어요. 심보람 역의 박혜수 배우님의 반짝거리는 연기가 좋았습니다. 응원할게요!,99 %,긍정,"['울기도', '많이', '울었던', '영화', '기본적으로', '배우', '캐미가', '너무', '좋았어요', '심보람', '역의', '박혜수', '배우', '반짝거리는', '연기', '좋았습니다', '응원할게요!']"
박혜수 사랑해요 연기가 사랑스러움,99 %,긍정,"['박혜수', '사랑', '연기', '사랑']"
막 친찬일색일정도는 아닌.. 그냥 그런 영화,53 %,긍정,"['막', '친찬일색일정도는', '아닌', '그냥', '그런', '영화']"
왜 평점이 높은지 잘 모르겠다 너무 오그라들고 뻔하다 딱 6점댜 영화다 명심해,99 %,부정,"['왜', '평점', '높은', '잘', '모르겠', '너무', '오그라', '뻔하', '딱', '6점댜', '영화', '명심해']"
"그냥 너무 평범하고 특별한 포인트가 전혀 없는 영화던데, 평점이 왜이리 높은걸까요?",99 %,부정,"['그냥', '너무', '평범하고', '특별한', '포인트가', '전혀', '없는', '영화', '평점', '왜이리', '높은']"
긴박감 있는 소재를 어떻게 밋밋하게 요리 할 수 있는지 보여준 대단한 영화.,76 %,긍정,"['긴박감', '있는', '소재를', '어떻게', '밋밋하게', '요리', '할', '수', '있는', '보여', '대단한', '영화']"
90년대 풍경+여배우들 귀여움 보는 소소한 재미로 봤어요 특히 이솜씨가 메이크업이나 악세사리 부분에서 90년대 무드를 잘살린것 같아요 귀여움상으로 봤는데 다시봤어요 스토리는 좀 시트콤스러운 부분이 있어서 개연성이 떨...,95 %,긍정,"['90년대', '풍경+여배우들', '귀여움', '보는', '소소한', '재미', '봤어요', '특히', '이솜', '메이크업이나', '악세사리', '부분에서', '90년대', '무드를', '잘살린것', '같아요', '귀여움상으로', '봤는데', '다시', '스토리', '좀', '시트콤스러운', '부분이', '있어', '개연성', '떨...']"
